"","Longitude..x.","Latitude..y.","Station.Name","Climate.ID","Date.Time","Year","Month","Mean.Max.Temp...C.","Mean.Max.Temp.Flag","Mean.Min.Temp...C.","Mean.Min.Temp.Flag","Mean.Temp...C.","Mean.Temp.Flag","Extr.Max.Temp...C.","Extr.Max.Temp.Flag","Extr.Min.Temp...C.","Extr.Min.Temp.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.Grnd.Last.Day..cm.","Snow.Grnd.Last.Day.Flag","Dir.of.Max.Gust..10.s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag"
"13",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-01",1971,1,-2.6,"",-10.2,"",-6.4,"",7.2,"",-16.7,"S",18.8,"",23.4,"",42.2,"",NA,"M",NA,NA,NA,NA
"14",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-02",1971,2,0.2,"",-6.7,"",-3.3,"",8.3,"",-21.1,"S",89.2,"",23.1,"",112.3,"",NA,"M",NA,NA,NA,NA
"15",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-03",1971,3,2.9,"",-4.2,"",-0.7,"",12.8,"",-10.6,"S",21.1,"E",18,"E",39.1,"E",NA,"M",NA,NA,NA,NA
"16",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-04",1971,4,10.7,"",1.2,"",6,"",20,"",-5.6,"",27.7,"",0,"T",27.7,"",0,"",NA,NA,NA,NA
"17",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-05",1971,5,18.6,"",8,"",13.3,"",25,"",2.8,"S",40.6,"",0,"",40.6,"",0,"",NA,NA,NA,NA
"18",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-06",1971,6,24.8,"",15.9,"",20.4,"",31.7,"",7.2,"",105.9,"",0,"",105.9,"",0,"",NA,NA,NA,NA
"19",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-07",1971,7,26.1,"",16.6,"",21.4,"",31.1,"",10,"",16,"",0,"",16,"",0,"",NA,NA,NA,NA
"20",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-08",1971,8,25.3,"",15.4,"",20.4,"",29.4,"",8.3,"",23.4,"",0,"",23.4,"",0,"",NA,NA,NA,NA
"21",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-09",1971,9,23,"",14.6,"",18.8,"",28.3,"",5.6,"",73.2,"",0,"",73.2,"",0,"",NA,NA,NA,NA
"22",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-10",1971,10,18.6,"",11.2,"",14.9,"",25,"",3.3,"",38.1,"",0,"",38.1,"",NA,"M",NA,NA,NA,NA
"23",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-11",1971,11,7.9,"",0.6,"",4.3,"",18.9,"",-8.3,"",23.6,"E",7.9,"",31.5,"E",0,"",NA,NA,NA,NA
"24",-82.67,42.04,"KINGSVILLE MOE",6134190,"1971-12",1971,12,5.5,"",-2.2,"",1.7,"",13.9,"",-9.4,"S",101.1,"",2.5,"",103.6,"",NA,"M",NA,NA,NA,NA
"25",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-01",1972,1,-1.7,"",-9,"",-5.4,"",6.1,"",-23.9,"",24.6,"",21.6,"",46.2,"",NA,"M",NA,NA,NA,NA
"26",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-02",1972,2,-0.7,"",-9.9,"",-5.3,"",7.2,"",-19.4,"S",17.8,"",13.2,"",31,"",NA,"M",NA,NA,NA,NA
"27",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-03",1972,3,3.1,"",-4.8,"",-0.9,"",14.4,"",-12.8,"",88.6,"",2,"",90.7,"",NA,"M",NA,NA,NA,NA
"28",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-04",1972,4,10.4,"",1.1,"",5.8,"",21.1,"",-8.3,"S",97.3,"",2.5,"",99.8,"",0,"",NA,NA,NA,NA
"29",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-05",1972,5,19.6,"",9.5,"",14.6,"",27.2,"",1.1,"",55.6,"",0,"",55.6,"",0,"",NA,NA,NA,NA
"30",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-06",1972,6,21.1,"",12,"",16.6,"",27.8,"",3.9,"",38.1,"",0,"",38.1,"",0,"",NA,NA,NA,NA
"31",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-07",1972,7,25.7,"",17,"",21.4,"",31.1,"",6.7,"",57.2,"",0,"",57.2,"",0,"",NA,NA,NA,NA
"32",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-08",1972,8,24.4,"",15.9,"",20.2,"",27.2,"",8.9,"",107.4,"",0,"",107.4,"",0,"",NA,NA,NA,NA
"33",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-09",1972,9,21.3,"",13.3,"",17.3,"",26.7,"S",6.1,"",82.6,"",0,"",82.6,"",0,"",NA,NA,NA,NA
"34",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-10",1972,10,12.7,"",4.1,"",8.4,"",21.1,"S",-3.9,"S",50.3,"",0,"T",50.3,"",0,"",NA,NA,NA,NA
"35",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-11",1972,11,5.8,"",1.3,"",3.6,"",17.8,"",-3.9,"",107.2,"",2.5,"",109.7,"",NA,"M",NA,NA,NA,NA
"36",-82.67,42.04,"KINGSVILLE MOE",6134190,"1972-12",1972,12,1.4,"",-3.8,"",-1.2,"",7.8,"S",-12.2,"S",72.4,"",31.5,"",103.9,"",NA,"M",NA,NA,NA,NA
"37",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-01",1973,1,1.2,"",-5.7,"",-2.3,"",8.9,"",-13.3,"",34,"E",2.5,"",36.6,"E",NA,"M",NA,NA,NA,NA
"38",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-02",1973,2,-1.2,"",-8.1,"",-4.7,"",7.2,"",-19.4,"",13.2,"",29,"",42.2,"",NA,"M",NA,NA,NA,NA
"39",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-03",1973,3,8.7,"",0.7,"",4.7,"",16.7,"",-7.8,"",143,"",10.2,"",153.2,"",NA,"M",NA,NA,NA,NA
"40",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-04",1973,4,11.6,"",3.9,"",7.8,"",21.1,"",-3.9,"",43.2,"",2.5,"",45.7,"",0,"",NA,NA,NA,NA
"41",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-05",1973,5,16,"",8.1,"",12.1,"",20,"",1.1,"",71.4,"",0,"",71.4,"",0,"",NA,NA,NA,NA
"42",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-06",1973,6,23.7,"",16.2,"",20,"",28.3,"",12.2,"",142.2,"",0,"",142.2,"",0,"",NA,NA,NA,NA
"43",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-07",1973,7,25.8,"",18.3,"",22.1,"",28.9,"S",10.6,"",90.4,"",0,"",90.4,"",0,"",NA,NA,NA,NA
"44",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-08",1973,8,26.4,"",18.3,"",22.4,"",32.2,"",10.6,"",14,"E",0,"",14,"E",0,"",NA,NA,NA,NA
"45",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-09",1973,9,22.9,"",12.8,"",17.9,"",31.7,"",4.4,"",57.4,"",0,"",57.4,"",0,"",NA,NA,NA,NA
"46",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-10",1973,10,17,"",9,"",13,"",22.2,"S",2.8,"",45.2,"",0,"",45.2,"",0,"",NA,NA,NA,NA
"47",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-11",1973,11,8.7,"",1.5,"",5.1,"",15,"",-5.6,"",73.2,"",0,"T",73.2,"",NA,"M",NA,NA,NA,NA
"48",-82.67,42.04,"KINGSVILLE MOE",6134190,"1973-12",1973,12,0.9,"",-4.5,"",-1.8,"",11.1,"S",-12.2,"S",51.6,"",44.5,"",96,"",NA,"M",NA,NA,NA,NA
"49",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-01",1974,1,0,"",-6.7,"",-3.4,"",10,"",-17.8,"S",67.6,"",32.3,"",99.8,"",NA,"M",NA,NA,NA,NA
"50",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-02",1974,2,-1.7,"",-9.2,"",-5.5,"",6.7,"S",-16.7,"",32.5,"E",29.7,"",62.2,"E",NA,"M",NA,NA,NA,NA
"51",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-03",1974,3,4.4,"",-2.3,"",1.1,"",14.4,"",-16.1,"",94.2,"",10.4,"",104.6,"",NA,"M",NA,NA,NA,NA
"52",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-04",1974,4,12.1,"",3.6,"",7.9,"",23.3,"",-3.9,"",53.3,"",0,"",53.3,"",NA,"M",NA,NA,NA,NA
"53",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-05",1974,5,16.6,"",7.8,"",12.2,"",25,"S",-1.1,"",81.8,"",0,"",81.8,"",0,"",NA,NA,NA,NA
"54",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-06",1974,6,22.4,"",14.2,"",18.3,"",27.8,"",8.3,"",42.4,"",0,"",42.4,"",0,"",NA,NA,NA,NA
"55",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-07",1974,7,26.7,"",16.9,"",21.8,"",31.1,"S",12.2,"S",28.7,"",0,"",28.7,"",0,"",NA,NA,NA,NA
"56",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-08",1974,8,25.8,"",17.5,"",21.7,"",28.3,"S",11.7,"",20.3,"",0,"",20.3,"",0,"",NA,NA,NA,NA
"57",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-09",1974,9,19.6,"",11.3,"",15.5,"",25.6,"",-0.6,"",47.8,"",0,"",47.8,"",0,"",NA,NA,NA,NA
"58",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-10",1974,10,13.9,"",3.8,"",8.9,"",19.4,"",-3.9,"",23.4,"",0,"T",23.4,"",NA,"M",NA,NA,NA,NA
"59",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-11",1974,11,8,"",1.7,"",4.9,"",20,"",-7.8,"",81,"",9.9,"",90.9,"",NA,"M",NA,NA,NA,NA
"60",-82.67,42.04,"KINGSVILLE MOE",6134190,"1974-12",1974,12,1.2,"",-3.7,"",-1.3,"",4.4,"S",-8.9,"",28.7,"",30.5,"",59.2,"",NA,"M",NA,NA,NA,NA
"61",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-01",1975,1,1.3,"",-4.8,"",-1.8,"",11.7,"",-11.7,"S",79.2,"",12.7,"",91.9,"",NA,"M",NA,NA,NA,NA
"62",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-02",1975,2,0.6,"",-5.7,"",-2.6,"",7.2,"",-17.8,"",59.2,"E",11.4,"",70.6,"E",NA,"M",NA,NA,NA,NA
"63",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-03",1975,3,3.4,"",-3.8,"",-0.2,"",13.3,"",-10.6,"",60.2,"",20.1,"",80.3,"",NA,"M",NA,NA,NA,NA
"64",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-04",1975,4,7.9,"",0.5,"",4.2,"",15,"",-6.1,"S",31.8,"",5.1,"",36.8,"",0,"",NA,NA,NA,NA
"65",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-05",1975,5,20.2,"",11.9,"",16.1,"",26.7,"",4.4,"S",42.7,"",0,"",42.7,"",0,"",NA,NA,NA,NA
"66",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-06",1975,6,23.1,"",15.9,"",19.5,"",28.9,"",6.7,"",73.4,"E",0,"",73.4,"E",0,"",NA,NA,NA,NA
"67",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-07",1975,7,26.2,"",17.9,"",22.1,"",30.6,"",11.7,"",44.5,"",0,"",44.5,"",0,"",NA,NA,NA,NA
"68",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-08",1975,8,25.3,"",18.5,"",21.9,"",30,"",11.1,"",187.5,"E",0,"",187.5,"E",0,"",NA,NA,NA,NA
"69",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-09",1975,9,18.4,"",11.6,"",15,"",23.9,"",3.3,"S",58.7,"",0,"",58.7,"",0,"",NA,NA,NA,NA
"70",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-10",1975,10,14.9,"",7.9,"",11.4,"",22.2,"",-1.7,"",30,"",0,"",30,"",NA,"M",NA,NA,NA,NA
"71",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-11",1975,11,10.4,"",5.1,"",7.8,"",19.4,"",-3.9,"",41.1,"E",0,"T",41.1,"E",NA,"M",NA,NA,NA,NA
"72",-82.67,42.04,"KINGSVILLE MOE",6134190,"1975-12",1975,12,1.2,"",-4.7,"",-1.8,"",12.2,"",-15,"",56.6,"",41.4,"",98,"",NA,"M",NA,NA,NA,NA
"73",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-01",1976,1,-2.5,"",-11.2,"",-6.9,"",6.7,"",-21.7,"",33,"",48.5,"E",81.5,"E",NA,"M",NA,NA,NA,NA
"74",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-02",1976,2,3,"",-5.2,"",-1.1,"",11.7,"",-21.7,"S",57.2,"",23.6,"E",80.8,"E",NA,"M",NA,NA,NA,NA
"75",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-03",1976,3,7,"",-1.2,"",2.9,"",16.1,"",-12.8,"",111,"",4.6,"",115.6,"",NA,"M",NA,NA,NA,NA
"76",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-04",1976,4,12.4,"",3.8,"",8.1,"",22.8,"",-5.6,"",67.6,"",1.3,"E",68.8,"E",0,"",NA,NA,NA,NA
"77",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-05",1976,5,16.7,"",7.5,"",12.1,"",24.4,"",0.6,"",52.1,"",0,"",52.1,"",0,"",NA,NA,NA,NA
"78",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-06",1976,6,24.4,"",16.5,"",20.5,"",30.6,"",10,"",82.3,"",0,"",82.3,"",0,"",NA,NA,NA,NA
"79",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-07",1976,7,26.3,"",17,"",21.7,"",32.2,"",11.1,"",64,"",0,"",64,"",0,"",NA,NA,NA,NA
"80",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-08",1976,8,24.6,"",14.9,"",19.8,"",28.3,"",6.7,"",22.6,"",0,"",22.6,"",0,"",NA,NA,NA,NA
"81",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-09",1976,9,20.9,"",10.8,"",15.9,"",28.3,"",3.3,"",80.8,"E",0,"",80.8,"E",0,"",NA,NA,NA,NA
"82",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-10",1976,10,11.7,"",3.8,"",7.8,"",NA,"M",-5,"",51.8,"",0,"T",51.8,"",NA,"M",NA,NA,NA,NA
"83",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-11",1976,11,4.3,"",-3.7,"",0.3,"",10.6,"",-11.1,"",14.2,"",7.1,"",21.3,"",NA,"M",NA,NA,NA,NA
"84",-82.67,42.04,"KINGSVILLE MOE",6134190,"1976-12",1976,12,-1.3,"",-10.3,"",-5.8,"",7.2,"",-21.1,"",5.1,"",25.7,"",30.7,"",NA,"M",NA,NA,NA,NA
"85",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-01",1977,1,-6.7,"",-15.4,"",-11.1,"",-1.1,"",-23.3,"",0,"",48.9,"",48.9,"",NA,"M",NA,NA,NA,NA
"86",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-02",1977,2,-0.7,"",-9.5,"",-5.1,"",7.2,"",-20,"",20,"",10.1,"",30.1,"",NA,"M",NA,NA,NA,NA
"87",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-03",1977,3,7.9,"",-0.9,"",3.5,"",21.1,"",-10,"",132.3,"",17.9,"",150.2,"",NA,"M",NA,NA,NA,NA
"88",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-04",1977,4,14.5,"",4.2,"",9.4,"",23.3,"",-5.6,"",132.9,"",6.4,"",139.3,"",0,"",NA,NA,NA,NA
"89",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-05",1977,5,21.2,"",10.6,"",15.9,"",29,"S",1,"",50.2,"",0,"",50.2,"",0,"",NA,NA,NA,NA
"90",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-06",1977,6,22.4,"",13.4,"",17.9,"",29,"S",6,"S",74,"",0,"",74,"",0,"",NA,NA,NA,NA
"91",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-07",1977,7,27.3,"",18.5,"",22.9,"",32,"",11.5,"",22.9,"",0,"",22.9,"",0,"",NA,NA,NA,NA
"92",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-08",1977,8,24.4,"",15.7,"",20.1,"",28,"",8.5,"",112.5,"",0,"",112.5,"",0,"",NA,NA,NA,NA
"93",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-09",1977,9,21.8,"",13.6,"",17.7,"",29,"",7,"",120.1,"",0,"",120.1,"",0,"",NA,NA,NA,NA
"94",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-10",1977,10,14,"",4.3,"",9.2,"",19.5,"",-3,"S",27.9,"",0,"",27.9,"E",0,"",NA,NA,NA,NA
"95",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-11",1977,11,8.6,"",1.9,"",5.3,"",18,"",-9,"",88.6,"",2,"",90.6,"",NA,"M",NA,NA,NA,NA
"96",-82.67,42.04,"KINGSVILLE MOE",6134190,"1977-12",1977,12,0.9,"",-7,"",-3.1,"",8,"",-20,"",61.7,"",58,"",119.7,"",NA,"M",NA,NA,NA,NA
"97",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-01",1978,1,-4,"",-12.7,"",-8.4,"",5,"",-19.5,"",26.6,"E",64.5,"",91.1,"E",NA,"M",NA,NA,NA,NA
"98",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-02",1978,2,-6.6,"",-16.1,"",-11.4,"",-2,"",-21,"",0,"",17.5,"",17.5,"",NA,"M",NA,NA,NA,NA
"99",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-03",1978,3,2.7,"",-8.3,"",-2.8,"",17,"",-22,"",57.2,"",2,"",59.2,"",NA,"M",NA,NA,NA,NA
"100",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-04",1978,4,10.9,"",1.2,"",6.1,"",18,"S",-3,"S",79.5,"",0,"T",79.5,"",0,"",NA,NA,NA,NA
"101",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-05",1978,5,18.2,"",9.1,"",13.7,"",27.5,"",-2,"",84.3,"",0,"",84.3,"",0,"",NA,NA,NA,NA
"102",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-06",1978,6,22.6,"",14.2,"",18.4,"",30,"",5,"",70.8,"",0,"",70.8,"",0,"",NA,NA,NA,NA
"103",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-07",1978,7,25,"",16.3,"",20.7,"",30.5,"",7.5,"",25.2,"",0,"",25.2,"",0,"",NA,NA,NA,NA
"104",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-08",1978,8,25.6,"",16.5,"",21.1,"",30,"",10.5,"S",17.8,"E",0,"",17.8,"E",0,"",NA,NA,NA,NA
"105",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-09",1978,9,25,"",13.6,"",19.3,"",34.5,"",6,"",54.5,"",0,"",54.5,"",0,"",NA,NA,NA,NA
"106",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-10",1978,10,13.8,"",4.6,"",9.2,"",19,"",-2,"S",68.4,"",0,"",68.4,"",NA,"M",NA,NA,NA,NA
"107",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-11",1978,11,8.3,"",0.8,"",4.6,"",18,"",-8.5,"",53.7,"",9.5,"",63.2,"",NA,"M",NA,NA,NA,NA
"108",-82.67,42.04,"KINGSVILLE MOE",6134190,"1978-12",1978,12,2.8,"",-4.9,"",-1.1,"",9.5,"",-14,"",49.4,"",17.3,"",66.7,"",NA,"M",NA,NA,NA,NA
"109",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-01",1979,1,-3.2,"",-11.2,"",-7.2,"",8,"",-22,"S",22.2,"",29.4,"E",51.6,"E",NA,"M",NA,NA,NA,NA
"110",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-02",1979,2,-4.6,"",-14.1,"",-9.4,"",5.5,"",-24.5,"",12.3,"",27.1,"",39.4,"",NA,"M",NA,NA,NA,NA
"111",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-03",1979,3,6.3,"",-2.9,"",1.7,"",14,"",-13,"",76.6,"E",2,"",78.6,"E",NA,"M",NA,NA,NA,NA
"112",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-04",1979,4,9.8,"",1.3,"",5.6,"",19.5,"",-7.5,"",116.3,"",5,"",121.3,"",NA,"M",NA,NA,NA,NA
"113",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-05",1979,5,18,"",8.1,"",13.1,"",26,"",0,"",87.2,"",0,"",87.2,"",NA,"M",NA,NA,NA,NA
"114",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-06",1979,6,23,"",13.5,"",18.3,"",29.5,"",7.5,"",61.8,"",0,"",61.8,"",0,"",NA,NA,NA,NA
"115",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-07",1979,7,25,"",16.1,"",20.6,"",28,"",8,"",59.4,"",0,"",59.4,"",NA,"M",NA,NA,NA,NA
"116",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-08",1979,8,23.9,"",15.4,"",19.7,"",29,"S",7.5,"",66.4,"",0,"",66.4,"",NA,"M",NA,NA,NA,NA
"117",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-09",1979,9,22,"",11.4,"",16.7,"",28.5,"S",4,"S",51.4,"",0,"",51.4,"",NA,"M",NA,NA,NA,NA
"118",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-10",1979,10,14,"",5.7,"",9.9,"",23,"",-4,"",80.7,"",0,"",80.7,"",NA,"M",NA,NA,NA,NA
"119",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-11",1979,11,8.1,"",1,"",4.6,"",13,"",-10.5,"",100.3,"",2,"",102.3,"",NA,"M",NA,NA,NA,NA
"120",-82.67,42.04,"KINGSVILLE MOE",6134190,"1979-12",1979,12,3.7,"",-3.1,"",0.3,"",11,"",-14,"",71.6,"",3.8,"",75.4,"",NA,"M",NA,NA,NA,NA
"121",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-01",1980,1,-0.6,"",-7.4,"",-4,"",7.5,"",-13.5,"",21.5,"",4,"",25.5,"",NA,"M",NA,NA,NA,NA
"122",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-02",1980,2,-2.6,"",-10,"",-6.3,"",5.5,"",-18.5,"",13.8,"",12,"",25.8,"",NA,"M",NA,NA,NA,NA
"123",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-03",1980,3,3.5,"E",-4.4,"",-0.5,"E",15,"",-18.5,"",105.1,"",11,"",116.1,"",NA,"M",NA,NA,NA,NA
"124",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-04",1980,4,10.9,"",3.3,"",7.1,"",26.5,"",-2,"S",77.5,"",0,"",77.5,"",NA,"M",NA,NA,NA,NA
"125",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-05",1980,5,18.9,"",9.6,"",14.3,"",28,"",1.5,"",81,"",0,"",81,"",0,"",NA,NA,NA,NA
"126",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-06",1980,6,22.7,"",12.7,"",17.7,"",30.5,"",4,"S",142.7,"",0,"",142.7,"",NA,"M",NA,NA,NA,NA
"127",-82.67,42.04,"KINGSVILLE MOE",6134190,"1980-07",1980,7,27.1,"E",18.1,"",22.6,"E",32.5,"",13,"",159.3,"",0,"",159.3,"",NA,"M",NA,NA,NA,NA
